Year,LandAverageTemperature,LandMaxTemperature,LandMinTemperature
1959,2.959,8.389999999999999,-2.406
1960,5.8279999999999985,11.433,0.355
2008,14.377,20.176,8.594
1959,9.16,14.767,3.5860000000000003
2006,14.443,20.317,8.530000000000001
2014,14.873,20.711,9.112
1940,8.756,14.793,2.722
1996,2.862,8.350999999999999,-2.512
1962,3.696,9.547,-2.045
1905,13.578,19.619,7.719999999999999
1965,11.73,17.407,6.096
1853,13.41,18.611,6.944000000000001
1890,1.836,7.6469999999999985,-4.24
2010,6.738,12.669,0.7959999999999998
1987,14.89,20.667,9.326
1945,9.575,15.458,3.83
1882,5.066,11.404000000000002,-0.581
1866,2.274,9.636,-2.053
1919,5.489,11.158,-0.4310000000000001
1920,2.755,8.266,-3.109
1988,9.979,15.719,4.363
1859,8.542,14.225,1.4340000000000002
2011,12.912,18.89,6.997999999999998
1908,4.136,10.384,-2.101
1928,4.959,10.892,-1.247
2012,7.1560000000000015,12.689,1.7959999999999998
1943,4.2330000000000005,9.705,-1.3259999999999998
1940,6.0760000000000005,11.667,0.52
1955,5.973,11.527,0.08399999999999996
1950,11.297,17.252000000000002,5.421
1857,8.198,14.558,2.881
1889,5.299,11.628,-0.8079999999999999
1866,8.506,14.624,2.9939999999999998
1856,2.226,8.294,-3.679
1860,13.765,18.984,7.068999999999999
1858,13.22,18.261,7.2639999999999985
1910,5.318,11.072,-0.6540000000000001
1877,14.151,20.643,7.786
1942,12.145999999999999,18.143,6.151
1894,3.133,8.757,-2.202
1865,13.214,19.022,7.508999999999999
1983,3.814,9.427,-1.592
2005,12.225999999999999,17.995,6.392
1962,3.94,9.425,-1.4300000000000002
1942,3.103,8.715,-2.609
1931,2.708,8.218,-3.123
1917,10.443,16.421000000000006,4.3050000000000015
1960,14.198,19.884,8.491999999999999
1883,4.9289999999999985,10.123,-2.0940000000000003
1982,4.873,10.667,-0.722
1971,13.099,18.992,7.436
2008,6.9060000000000015,12.992,0.879
1923,7.749,13.64,1.6019999999999999
1959,13.577,19.379,7.747999999999998
1923,9.52,15.188,3.523
1955,13.56,19.218,7.735
1938,13.963,19.85,8.097000000000001
1891,11.763,17.649,5.704
1927,8.035,14.007,1.8519999999999999
1939,3.2319999999999998,9.048,-2.535
1891,3.602,9.802999999999999,-2.138
1940,12.267999999999999,18.186,6.377000000000002
1966,2.49,8.049,-3.0410000000000004
1980,5.367000000000001,11.239999999999998,-0.379
1962,14.205,20.054000000000002,8.451
1907,13.769,19.626,7.761
1954,9.546,15.26,3.902
1923,2.487,8.209999999999999,-3.1950000000000003
1855,8.443999999999999,14.26,2.3169999999999997
1874,2.685,7.382999999999999,-3.764
1889,14.225,20.315,8.311
1872,5.372000000000001,11.293,-0.060999999999999936
1902,2.684,8.796999999999997,-3.031
1926,13.285,19.214,7.0790000000000015
1937,14.007,19.85,8.145
1910,14.279000000000002,19.952,8.205
1862,8.283,15.138,3.245
2015,15.050999999999998,20.904,9.326
1892,13.89,19.82,7.917000000000002
1913,2.376,8.232999999999999,-3.4850000000000003
1937,8.139999999999999,14.025,2.001
1970,3.5210000000000004,8.941,-1.829
1955,8.136000000000001,13.914,2.2230000000000003
1866,13.532,18.947,7.087999999999999
1899,12.856,18.799,6.872000000000001
1964,3.458,8.759,-1.7830000000000001
1945,6.073,11.697,0.47
1971,2.867,8.578999999999999,-2.7230000000000003
1895,1.2950000000000002,6.960999999999999,-4.319
1876,2.194,8.805,-2.806
2013,9.044,15.084,3.055
1986,13.439,19.211,7.7200000000000015
1949,3.2190000000000003,8.837,-2.4280000000000004
1986,3.991,9.699,-1.6370000000000002
1906,13.691,19.539,7.842999999999999
1892,2.018,7.683,-3.93
1951,5.091,11.074000000000002,-1.0870000000000002
1937,11.422,17.358,5.1690000000000005
2000,11.874,17.721,5.997000000000001
1938,6.53,12.161,0.969
1990,14.095,19.956,8.514
1977,11.861999999999998,17.535,6.35
1862,1.6230000000000002,9.402,-1.747
1862,11.027999999999999,18.042,6.122999999999998
1950,5.372000000000001,11.077,-0.4259999999999999
1996,4.0120000000000005,9.769,-1.7620000000000002
2002,9.229,15.146,3.3080000000000003
1894,2.923,8.898,-3.028
1973,11.768999999999998,17.417,5.926
1950,13.46,19.39,7.728999999999999
1932,4.94,10.934,-1.1640000000000001
1909,7.534,13.425999999999998,1.395
1993,5.922999999999999,11.790999999999999,0.1409999999999999
1982,13.245,19.083,7.556
1965,7.9899999999999975,13.841,2.168
1868,2.039,8.817,-3.455
2006,6.3290000000000015,12.239,0.56
1852,14.512,17.795,7.57
1899,8.280999999999999,14.438,2.074
1876,2.617,8.895,-3.095
1893,4.979,11.065999999999999,-1.2520000000000002
1908,2.769,8.527000000000001,-3.177
2002,12.95,18.785,7.16
