Year,AverageTemperature
1944,23.5
1856,21.938
1946,28.331
1938,23.868
1865,19.878
1979,3.712
1944,27.618
1972,21.835
1872,14.274
1968,20.543000000000006
1970,18.99
1941,19.563
1952,35.183
1837,3.5610000000000013
1993,25.418000000000003
1773,5.7
1823,26.09800000000001
1849,3.584
1820,23.678
1903,25.869
1861,17.149
1892,31.136
1951,0.1110000000000002
1801,7.734000000000001
1848,21.873
1997,21.991000000000003
1823,3.339
1883,25.583
1978,19.133
1894,18.958
2008,25.671
1867,13.622
1971,19.595
1781,4.356
1896,7.397
1871,13.527
1984,22.41
2007,21.06
1944,19.319000000000003
1894,27.439
1968,18.384
1949,9.431
1834,11.550999999999998
2011,23.233
1971,26.368
1975,20.872
1966,28.00500000000001
1818,20.17
1897,11.186
1935,26.715
1988,28.181
1828,28.075
1996,21.868
1955,5.742999999999999
1876,20.888
1869,20.125
1769,23.144
1797,18.812
1948,23.94
1958,24.307
1962,22.3
1903,26.526
1871,22.332
1878,30.905
1858,19.299
1885,-5.577999999999999
1915,16.414
1934,13.108
2007,9.41
1756,17.452
1924,-17.432000000000002
1859,23.39
1889,21.672
1963,26.12
1981,32.623999999999995
1843,4.121
1991,20.15
1947,23.514
1745,-2.363
1843,0.921
1982,22.63
2006,6.321000000000001
1891,13.905
1951,16.582
1805,34.566
1954,24.355
1954,24.505
1923,22.169
1994,17.849
1938,24.671000000000006
1870,-5.928999999999999
2007,19.19100000000001
1940,15.164
1805,2.66
1850,22.828000000000003
1826,26.522
1805,16.579
1898,24.347
1968,23.974
1944,29.353
1864,-5.334
1921,2.9400000000000004
1945,33.062000000000005
1925,25.755
1922,25.033
1940,14.164
1813,27.273000000000003
1911,27.445
1915,-7.302
1903,1.082
1947,13.849
1921,25.413
1913,-6.19
1863,16.824
1871,25.589
1954,27.152
1972,28.521
1920,14.531
1994,25.184
1898,21.612
1992,25.93
1839,28.847
1890,25.834
1917,27.322
1973,17.43
1857,26.004
1973,24.565
1983,26.356
1902,31.253
1996,25.136
1776,19.891
1978,28.476
1961,20.597
1981,18.636
1784,8.447000000000001
1829,20.461
2013,28.805000000000003
1826,28.585
2003,18.199
1958,19.081
1961,22.839
2009,20.467
1893,20.674
1884,12.583
1862,10.782
1895,22.276
2003,24.048
1924,1.724
1888,-5.849
1961,25.487
1940,26.918000000000003
1987,31.758000000000003
2002,6.855
1995,29.365
1933,18.02
1932,14.579
1925,-0.5759999999999998
1829,-0.902
1851,5.097
1854,28.633000000000003
1881,6.0360000000000005
1920,-7.445
1957,28.046
1922,17.674
1979,24.859
1945,29.03
2001,28.985000000000007
1929,9.32
1839,10.857
2012,30.299
1982,19.19
2006,9.529
1929,26.498
1865,23.401
1917,-13.217
2011,24.473000000000003
1919,12.981
1828,18.591
1856,28.545
1994,0.905
1970,22.56900000000001
1918,25.045
1992,20.298
1869,20.795
1858,24.525
2008,32.904999999999994
1907,20.351
1849,20.084000000000003
1934,25.629
1822,0.367
1972,20.996
1856,8.071000000000002
1992,27.82
1902,15.547
1960,25.0
1977,-3.737
1877,1.651
1988,24.223000000000003
1986,27.699
1897,27.347
1945,20.244
1772,17.427
1912,7.691
1939,20.061
2009,32.949
2012,23.165
1868,24.623
1922,24.547
1997,8.068999999999999
1995,10.303
2009,34.421
1895,11.056
1855,16.927
1912,7.507999999999999
1853,27.706
1937,24.893
1953,29.953000000000003
1903,26.457
1972,28.224
1829,23.248
1976,1.7990000000000002
1971,4.462
1874,13.133
1975,28.178
2000,20.791
1787,20.789
1827,29.834
1858,23.395
1857,25.896
1896,23.499
1976,19.913
1905,25.618
1980,22.686
1899,27.348000000000003
1793,11.061
1751,-7.705999999999999
1882,22.98
1989,18.689
1898,2.768
1889,0.4499999999999997
1902,7.930999999999999
1986,29.813
1976,-1.6840000000000002
1874,25.58
1795,13.234000000000002
1933,6.847
1933,20.789
1999,23.398000000000003
1935,21.806
1886,13.214
1896,17.881999999999994
2009,10.478
1894,33.916000000000004
1969,0.6280000000000001
1887,27.352
1934,23.758000000000003
1970,10.72
1888,14.187
2004,16.352999999999998
1823,16.596
1978,25.724
1916,14.797
1904,1.3649999999999998
1929,24.651
1949,29.054
1852,33.071
1916,21.104
1879,22.741
1943,16.334
1866,21.23
1931,26.28
1978,27.483
1920,14.857
1900,17.259999999999998
1939,34.196
1888,27.794
1885,6.12
1895,20.348
1959,26.637
1892,26.3
1974,14.268
1827,24.646
1864,22.88
1925,27.514000000000006
1957,25.333
1911,22.202
1950,26.583
1962,31.683000000000003
1918,-7.189
2003,-8.017000000000001
1847,-5.76
1962,29.727
1946,19.243
1943,25.85
1976,13.16
1982,26.398000000000003
1916,29.67
1979,34.575
1961,27.22600000000001
1939,19.357
1832,15.3
1789,1.388
1878,26.404
1820,-11.127
1950,32.292
1771,-7.969000000000001
1954,23.782
2004,12.955
1903,26.128
1894,17.608
1843,17.235
1866,-14.088
1998,29.657
1861,9.572
1981,4.15
1918,2.81
1951,27.132
1994,-12.74
1860,10.345999999999998
1980,21.049000000000003
1956,-8.111
2003,23.367
1965,11.937
2006,20.568
1896,31.077
1901,6.862
1826,22.893
2006,6.424
1822,-3.767
1977,26.04
1956,9.365
1956,8.561
1867,13.858
1943,19.646
1865,13.351
1952,14.409
1794,7.254
1986,27.459
1783,18.237
1911,25.784
1989,26.503
1940,23.937
1904,18.228
1840,25.275
1745,7.49
1962,21.157
1843,14.61
2006,-2.1739999999999995
1938,21.932
1912,25.774
1825,26.399
1980,24.52
1860,21.111
1944,30.043000000000003
1873,28.885
1974,18.48
1903,-1.2080000000000002
2010,19.12
1897,27.48
1923,26.511
1904,24.357
1942,22.308000000000003
1860,24.014
1965,-3.077
1985,5.125
1930,23.95
1999,28.306
1904,15.532999999999998
1932,16.272000000000002
1898,21.129
1826,25.45
2004,27.426
2013,15.921
1952,23.891
2010,31.115
1861,16.18
1879,22.924
1902,3.821
1837,12.422
1836,21.99
1879,23.928
1793,11.214
1842,19.031
2012,24.601
1946,-1.919
1775,2.441
2011,9.244
1959,31.567
1964,27.916
1858,-3.4210000000000003
1943,0.011
1982,6.021000000000001
1854,16.707
1951,22.735
1892,4.096
1917,13.195
1825,24.305
1947,20.809
1820,28.811
1866,3.0250000000000004
1877,14.247
1856,-10.334
1932,19.995
1929,14.369000000000002
1904,16.135
1999,20.627
1917,16.34
1912,9.171
1805,18.391
1848,3.3390000000000004
1955,23.386
1989,26.593000000000004
1947,18.382
1975,35.858000000000004
1925,14.809
1869,9.476
1880,18.093
1912,27.179
1884,27.131
1842,11.535
1905,18.006
2004,25.179
1796,4.6720000000000015
1844,-5.141
1900,20.304
2007,14.191
1831,16.340999999999998
1956,22.519
1991,23.118
1863,23.054
1768,25.382
1932,28.99
1958,22.985
1985,24.347
1916,27.247
1919,24.533
1966,27.831
1991,4.534
1988,27.253
1875,23.141
1953,7.763999999999999
2002,34.396
1968,6.992000000000001
2005,30.544
1806,8.107999999999999
1993,29.797
2000,26.159
1975,28.426
1959,-14.828
1926,25.458
1967,19.3
1920,32.613
1914,14.401
1827,20.881
1910,21.783
1894,25.962000000000003
1984,27.482
1958,24.857
1941,28.588
1954,28.266
1840,14.499
1940,22.502
1909,28.381
1885,19.019
1914,26.89
2003,25.543000000000003
1979,20.801
1873,18.367
1894,17.387
2002,29.396
1936,24.66
1908,21.064
1921,28.613000000000003
1949,25.494
1796,15.413
1998,26.637
1918,19.223
1917,20.712
1805,21.394
1955,25.456
1836,-1.064
1896,15.989
1977,15.401000000000002
1910,18.403
1868,6.834
2000,24.629
1912,26.561
1846,20.701
1965,17.171
1953,26.192
1998,27.278
1968,32.129
1943,17.355999999999998
1836,15.755999999999998
1977,24.138
1826,16.791999999999998
2009,4.383
1949,13.317
1908,24.129
1979,14.585
1897,-1.685
1944,25.302
1789,3.265
1887,19.503
1905,4.288
1860,1.215
1886,18.32
1979,13.68
1878,25.895
1836,13.672
1949,24.493
1969,26.663
1986,-2.487
1913,8.857999999999997
1961,4.093
1980,9.32
1937,27.291
1843,12.498
1983,12.921
1912,-3.103
1898,26.968000000000004
1941,21.879
1944,24.421
1892,22.488000000000003
1902,28.637
1846,12.568
1831,21.348000000000003
1988,25.666
1914,26.99
1858,23.798
1989,27.675
1847,19.241
1977,25.494
1769,0.274
1858,24.776
1850,24.838
2004,14.959
1951,26.373
1848,13.812
1929,26.976
1977,26.443
1832,15.931
1955,24.12
1910,19.634
1761,19.978
1898,32.379999999999995
1940,27.353
1926,29.893
1950,23.08
1942,-4.5630000000000015
1963,20.239
1978,15.453
1790,13.459
1825,28.343000000000004
1862,11.963
1828,26.813
2000,23.299000000000003
1890,20.958
1958,24.742
1921,26.732
1988,27.014000000000006
1906,12.335
2009,17.152
1952,26.857
1885,19.333
2013,31.053
1951,7.894
1972,24.846
1859,25.47600000000001
1995,23.003
2001,27.883000000000003
2004,21.141
1980,27.709
1917,22.238000000000003
1945,19.623
1870,14.015
2011,18.371
1872,17.73
1873,25.503
2012,24.657
1879,-1.696
1945,30.169
1895,24.608
1984,15.305
1995,16.238
1772,22.181
1919,27.022
1934,21.695
1926,17.505
1869,28.211
1924,15.852
1953,25.923
1855,22.564
1991,34.753
1868,24.221
1842,30.309
1806,10.257
1900,24.015
1826,10.029
1862,19.989
1984,15.195
1923,26.136000000000006
2011,21.043000000000003
1859,5.327000000000001
1981,26.116
1964,26.189
1997,27.091
1836,13.269
1769,-2.459
1864,22.627
2004,14.292
1917,21.57
1941,2.4090000000000003
1930,21.722
1952,5.526
1985,24.369
1980,26.304
1775,10.364
2007,4.149
1750,-7.92
1970,24.119
1965,20.609
1918,21.106
1904,29.17
1931,16.158
1994,25.142
1838,28.993
1995,29.659
1984,24.696
1966,10.068
2010,28.44100000000001
1961,18.861
1940,26.231
1954,11.711
1915,26.186
1994,3.196
1908,-2.832
1845,22.016
1984,13.14
1899,9.778
1871,25.347
1875,15.498
1863,6.432
2005,29.17
1985,-0.7060000000000001
1998,19.786
1937,26.639000000000006
1914,23.11
2004,29.469
1894,25.677
1903,20.656
1938,19.517
1998,23.658
1879,12.815
1888,15.367
2011,27.402
1911,26.346
1961,27.138
1882,-5.69
1924,0.7039999999999997
1764,11.542
1849,18.529
1876,19.825
1929,14.414
1982,34.114000000000004
1953,26.229
1864,11.936
1957,22.333
1972,33.29
1810,15.763
1934,22.752
1882,21.605
1956,26.207
1904,23.463
1931,23.147
1950,23.714
1890,27.985
1950,20.774
1890,16.563
1903,22.265
1846,14.063
1871,12.963
1956,13.912
1854,22.734
1887,25.963
1942,24.344
1968,17.385
1864,5.073
1995,16.392
1917,10.767
1793,18.192
1998,33.032
1866,5.325
1897,21.588
1974,26.672
1977,31.563
1761,9.013
1929,13.441
1962,27.74
1980,26.31600000000001
1874,17.836
1910,3.3340000000000005
1887,16.948
1987,13.442
1825,12.643
1861,30.459000000000003
1990,32.506
1966,20.007
1874,7.662999999999999
1925,20.747
1907,23.905
1807,32.942
1967,28.807
1966,19.852
1921,25.351
1975,-0.27
1926,4.745
1964,24.857
1891,18.403
1882,15.785000000000002
1939,30.016
1775,9.749
1905,24.451
1923,35.376
1811,19.524
1974,31.045
1931,26.053
1861,3.927
1893,32.521
1948,1.089
1935,26.027
1945,23.108
1909,30.041
1872,23.497
1916,19.338
1899,28.024
1852,25.181
1923,25.055
1964,9.755
1847,19.625
2007,24.769
1956,20.346
1910,6.332999999999998
1991,16.492
1837,14.377
1968,14.755999999999998
1979,14.251
1887,-4.5680000000000005
2011,27.56
2001,19.507
1993,-4.216
1944,25.594
1960,25.232
1971,25.111
1867,25.171
1926,23.379
1922,27.733
1868,22.573
1848,35.050000000000004
1828,23.958
1961,8.867
1835,13.867
1931,12.573
1994,18.771
1828,21.972
2011,26.589
2009,16.624000000000002
1995,27.329
2004,19.91
1909,23.949
1922,24.44100000000001
1943,16.252
1929,31.426
1766,-0.6580000000000001
1925,26.198
1759,17.049
1842,3.584
1986,29.737
1855,15.053
1970,28.655
1812,-11.198
1885,17.974999999999994
1996,24.72
1860,22.933000000000003
1909,26.806
1836,23.83
1857,26.565
1890,26.532
1767,18.782
1900,24.472
1950,23.438
1928,13.678
1995,7.8820000000000014
1907,26.932
1841,35.584
1928,28.485
1901,-7.557
1944,19.337
1992,15.834
1981,24.672
1964,27.517000000000003
1768,19.297
2012,25.367
1794,17.379
2006,12.457
1820,17.491999999999994
1897,19.666
1957,25.929
1895,28.835
1879,14.814
1945,11.843
1938,27.712
1900,27.773000000000003
1886,24.651
1863,5.77
1863,13.6
1939,9.2
2003,20.81
2001,17.066
1943,26.512
1898,7.784
1933,16.113
1914,26.629
1789,8.573
1985,26.264
1918,19.2
1880,13.515999999999998
1875,27.163
1846,25.505
1848,2.406
1926,3.956
1800,22.131
1855,24.533
1991,23.203000000000003
1848,31.16
1985,19.127
1932,-1.7079999999999993
1995,15.629
1866,21.065
1933,21.576
1864,15.457
1931,14.890999999999998
1810,17.942
1904,31.168000000000003
1825,26.073
1956,33.813
1861,15.197
1898,20.559
1906,26.978
1945,27.603
2006,28.371
1899,12.300999999999998
1887,25.104
1951,22.924
1998,7.744
1983,17.59
1990,22.182
1880,33.635
1755,18.68
1947,17.778
1886,-11.815
1823,33.385
1948,20.499
1807,30.584
1876,23.023000000000003
1767,4.432
1922,18.383000000000006
1864,-0.1029999999999999
1991,20.23
1964,27.167
1876,21.879
2001,11.65
1986,12.098
1947,26.895
1999,30.533
1966,25.34800000000001
1792,18.699
1839,15.613
1989,17.154
1964,7.5630000000000015
1973,1.247
1871,22.239
1938,-3.232
1797,16.519000000000002
1942,7.962000000000001
1891,17.322
2011,-0.8680000000000003
1907,26.809
1898,24.29
2009,18.864
1912,20.647
1778,3.535
1958,18.184
1900,19.541
1987,18.983
1913,18.028
1961,10.33
1845,24.929
1954,20.734
1961,15.824000000000002
1994,2.287
1888,14.932
1951,10.19
1953,22.143
1863,28.19
1962,14.143
1938,27.177
2010,31.907
1853,25.303
1931,28.25
1950,6.691
1885,25.694000000000003
1965,20.179
1858,25.941
1984,28.857
1960,15.38
1809,19.108
1942,31.693
1873,26.711
2013,24.974
1992,29.485
1963,16.604
1866,11.61
2011,23.886
1997,2.18
1987,20.756
1903,29.951
1831,21.591
1881,6.031000000000001
1817,26.601
1933,-4.472
1820,-0.31
1824,28.55
1910,25.627
1932,11.768
1827,6.854
1759,10.743
1881,25.523000000000003
1931,22.2
1817,30.667
1889,27.018
1826,15.978
1989,23.781
1985,18.622
1838,22.224
1968,15.54
1946,20.258000000000006
1892,31.208
1989,15.367
1764,-7.803999999999999
1863,16.569000000000003
1897,15.668
1892,30.47600000000001
1902,-8.684
1796,5.566
1921,18.866
1949,23.301
1902,11.261
1839,25.054
1969,12.951
1862,24.801
1979,5.227
1825,13.156
1825,17.4
1899,11.992
1860,20.938
1991,9.469
1991,-4.211
1950,18.133
1963,-2.252
1845,3.017
1926,23.597
1904,11.022
1998,26.885
1830,-7.604
2007,24.541
1794,18.953
1889,28.246
1966,17.508
1964,13.749
1888,18.44
1943,16.733
1920,25.295
1857,22.584000000000003
1934,33.412000000000006
1953,18.317
1819,11.808
1957,27.816
1993,15.058
1933,6.218
1934,5.1370000000000005
1932,14.916
1839,16.006
1830,24.244
1939,17.034000000000002
1929,9.149
1794,5.027
1986,25.838
1944,27.022
1898,28.652
1906,25.369
1827,23.836
1882,17.281
1945,23.255
1949,15.907
1964,25.977
1931,25.152
1864,5.626
1903,28.526
2011,24.869
1862,24.978
1870,17.8
1871,18.303
1893,18.450000000000006
1848,24.022
1844,-1.962
1766,11.582
1907,26.063
1935,17.373
1952,12.889
1882,8.171000000000001
1922,4.9350000000000005
1998,19.532
1974,6.159
1998,24.169
1870,27.153
1885,-1.795
1916,14.519
1968,29.607
1859,25.944000000000003
1851,22.066
1998,28.938
2012,21.677
1988,6.07
1853,28.383000000000003
1874,10.882
1935,27.265
1848,13.535
1946,15.539
2012,5.3130000000000015
1980,3.688
1973,22.494
1917,28.974
1979,4.702999999999999
1943,25.654
1906,25.919
1871,25.232
1943,15.666
1930,17.892
1821,-3.907
1877,24.719
1932,24.42
2012,23.851
1927,10.566
1951,24.204
1858,5.532
1827,20.051
1972,19.978
1981,15.819
1967,15.103
1843,-19.482
1936,26.111
1987,24.898000000000003
1921,18.036
1993,6.464
1930,25.769
1831,25.149
1994,35.177
1824,18.558
1883,25.7
1807,17.154
1998,11.73
1901,17.358
1880,23.667
1971,20.267
1985,28.379
1832,24.459
1990,14.217
1916,20.411
1950,-2.742
1948,20.986
1934,26.578000000000003
1907,24.395
1902,20.359
1981,26.459
1867,18.698
1917,24.271
1968,29.177
1847,26.733
1845,13.946
1986,15.16
1941,15.921
1962,16.386
1949,26.16
1991,19.631
1919,26.544
1893,4.614000000000001
1908,4.221
1851,26.879
1941,14.69
1989,25.785
1916,11.369000000000002
1811,19.373
1866,-9.586
2010,20.207
1932,16.494
1816,17.371000000000002
1823,28.124
1897,20.647
1979,5.386
1923,19.629
1902,3.02
1929,10.196
1914,21.599
2008,15.057
1775,9.692
1806,19.36
1990,24.103
1885,28.162
1984,15.652
2004,32.009
1920,27.685
1964,15.188
1794,0.1419999999999999
1978,14.582
1969,16.805
1941,5.0550000000000015
1822,-1.909
1816,28.848000000000003
1840,16.434
1988,1.162
1974,19.852
1976,11.374
1925,25.196
1911,19.112
1923,24.899
1958,23.69
1899,20.3
1869,10.6
1984,28.383000000000003
2005,28.128
1880,11.292
1966,19.45
1882,25.042
1810,19.06900000000001
1822,3.88
1911,27.014
1855,1.233
1978,23.59800000000001
1943,-10.054
1993,16.602
1923,16.875999999999998
1995,15.031
1922,27.362
1876,27.092
1995,5.807
2006,10.053999999999998
1796,28.252
1866,12.786
1976,27.786
1946,25.609
1883,28.494
1818,20.15
1880,23.278
2005,13.331
1933,25.578000000000003
1884,32.801
1954,29.076
1946,13.708
1876,26.952
1824,28.961
1970,-0.439
1946,27.443
1961,5.136
1925,26.475
1851,22.67
1989,4.905
1998,29.275
1872,10.541
1941,28.767
1759,-4.354
1910,24.775
1868,25.393
1856,25.998
1851,22.3
2004,28.971
1901,24.673
1933,9.628
1899,17.585
1904,22.928
1964,27.338
1999,32.147
1919,24.352
1844,9.799
2004,15.923
1982,31.996
1973,27.972
1897,23.09
1942,24.621
1792,-3.828
1773,15.79
1797,-5.367999999999999
1962,19.686
1830,7.4060000000000015
1923,26.296
1887,27.279
1887,16.586
1979,16.178
1887,21.579
1889,21.196
1962,27.192
1928,22.34800000000001
1935,21.765
1844,19.112
1836,19.723
2012,3.698
1909,2.0050000000000003
1976,22.211
2012,18.19100000000001
2000,17.78
1966,13.304
1783,20.73
1967,15.382
1999,25.472
1869,24.233
1986,17.542
1953,16.284000000000002
1933,20.531
1883,23.096
1873,25.518
1833,26.046
1942,12.162
1969,27.145
1909,28.479
1960,8.722000000000001
2006,18.94
1868,25.496
1918,5.195
1965,15.880999999999998
1961,17.340999999999998
1890,22.835
1999,15.147
1903,8.254
1980,26.889000000000006
1784,5.033
1895,11.543
2009,24.549
1762,4.481999999999998
1856,27.554
1985,28.456
1880,1.3380000000000003
1903,33.279
1991,28.53
1819,4.267
2003,4.154
1895,13.369000000000002
1890,23.761
1927,26.513
1989,22.48
1941,19.324
1990,24.401
2001,15.49
2004,26.432
1984,26.458
1839,23.103
1888,12.654000000000002
1880,23.812
1885,26.432
1805,27.464
1854,17.519000000000002
1908,7.541
1863,-9.969
1977,-3.301
1874,23.769
1898,3.1210000000000004
1905,14.229
1889,22.62
1987,4.452999999999999
1796,23.552
1861,26.513
1927,-5.7410000000000005
1879,18.006
1854,-13.193
1992,22.058000000000003
1971,15.227
1987,20.329
1936,9.844
1906,27.235
1798,33.605
1881,31.673
1897,26.083
1974,23.499
1991,28.767
1997,29.278
1995,14.399
1789,13.373
1949,16.078
1919,16.628999999999998
1909,17.605
1947,10.221
1851,20.561
1928,24.66
1979,11.438
1782,0.6699999999999999
1926,13.004
1881,4.405
1986,26.798
1764,16.463
2001,26.67
1990,28.861
1968,11.267
1998,29.477
1917,14.716
1858,7.374
1856,27.084
1937,17.755
1926,24.123
1878,23.13
1997,-2.269
1937,24.85
1925,26.75
1825,25.588
1972,-0.9480000000000002
1886,17.003
1991,26.327
1959,17.563000000000002
1862,21.576
1879,11.981
1898,25.018
1881,14.555
2008,23.841
1957,6.5680000000000005
1902,6.582000000000001
1904,21.459000000000003
2007,21.948
1875,26.148000000000003
1903,-6.416
2007,21.167
1834,22.64
1943,17.878
1798,29.402
1885,6.986000000000001
1938,25.09
1972,26.436
1935,24.354
1982,26.272
2009,27.876
1990,18.595
2010,23.188
1849,27.801
2008,27.257
1993,27.616
1950,28.231
1875,28.524
1934,23.411
1871,17.994999999999994
1967,28.899
1882,4.009
1797,-10.744000000000002
1781,6.827000000000001
1909,2.6530000000000005
1844,25.35
1780,17.352
1975,27.976
1879,25.147
1810,-5.827999999999999
1958,26.37
1854,27.085
1953,26.267
1897,17.384999999999998
1976,22.406
1889,0.8660000000000001
1927,11.984000000000002
1991,8.556000000000001
1955,-8.593
1770,17.945
1852,24.479000000000006
1946,2.674
1760,17.887
1951,26.67
1860,27.749
1878,15.470999999999998
2011,20.827
1837,12.929
1967,13.823
1985,16.963
1840,27.16200000000001
1839,-6.28
1983,17.512999999999998
1990,26.438
1963,28.866
1929,23.565
1984,17.143
1980,-3.12
1808,13.155
1954,26.953000000000003
1854,27.379
1995,3.241
1913,13.941
1893,25.79
1961,24.035
1940,14.698
1957,31.396
1932,29.684
2007,26.36
1839,28.838
1930,19.335
1812,4.8130000000000015
1902,26.356
1929,-9.139
1957,24.615
1915,17.270999999999994
1982,21.743
1981,34.17
1990,24.19
1888,20.511
1975,20.432
1951,15.757
1995,27.969
1901,5.852
1838,-3.754
1936,18.74
1780,18.737
1877,-6.496
1823,19.079
1997,29.121
1860,13.162
2006,27.857
1846,24.021
2008,23.32
1940,28.636
1999,27.557
1941,26.626
2000,27.055
1944,20.519
1888,23.331
1898,26.81
1923,15.213
1936,-8.071
1823,21.804
1985,20.811
1991,16.11
1887,26.484
1877,2.064
1940,20.61
1888,10.462
1905,17.797
1939,29.219
1854,22.294
1883,25.574
1995,14.579
1949,3.397
1972,18.757
1874,19.491
1936,27.941
1994,26.824
1969,25.983
1968,23.974
1899,-4.893000000000002
2011,21.691
1896,24.826
1927,24.539
2012,24.659
1944,28.578000000000003
1878,20.684
1983,4.882
1866,1.944
1917,-4.216
1984,23.093000000000004
1853,18.789
1837,23.396
1858,25.491
1879,29.394
1826,28.676
1980,22.443
1979,26.146
1896,2.7710000000000004
1866,-2.331
1874,11.445
1880,26.005
1923,3.175
1878,26.784
1849,27.204
1906,26.334
1892,13.026
1922,26.57
1921,28.431
1994,24.134
1918,27.153
1959,25.977
1969,24.965
2009,30.585
1880,25.18
1982,29.533
1910,24.176
2008,23.396
1857,26.06900000000001
2010,29.068
1939,22.526
1908,3.929
1957,23.071
1876,18.453
1953,15.833
1915,8.394
1904,16.647000000000002
1938,15.045
1820,-4.767
1940,14.988
2010,27.568
1930,20.736
1897,19.063
1973,19.74
1956,28.986
1761,-11.365
1783,0.3129999999999999
1963,14.966
1962,27.022
1956,21.485
1962,9.087
2000,14.279000000000002
1909,26.335
1958,23.239
1901,26.572
1789,18.744
1877,6.331
1936,25.264000000000006
1973,27.298
2001,30.33
1877,26.72
1864,16.997
1856,18.807
1918,23.81
1882,0.965
2006,26.069000000000003
1977,24.39
2010,3.443
1758,20.708
1957,26.306
1893,24.521
1993,24.376
1853,12.725
1961,0.3109999999999998
1875,19.608
1931,32.288000000000004
1937,18.61
1974,22.491
1880,21.206
1957,14.63
1899,25.965
1949,27.59
1931,26.538
1916,28.618
1978,1.3250000000000002
2007,29.111
1907,20.489
1887,26.631
1935,19.76
1881,7.7029999999999985
1940,27.946
1968,22.749
1901,29.022
1941,25.567
1824,4.609999999999999
1973,27.388
1781,11.083
1819,12.088
1880,24.755
1843,24.382
1900,34.422000000000004
1994,-1.32
1946,21.512
1991,-8.996
1932,15.79
1788,20.919
1993,20.341
1849,25.901000000000003
1979,6.599
1932,20.262
1965,22.882
1911,19.658
1966,26.449
1964,22.145
1983,26.531
1997,27.144
1940,20.251
1894,25.657
1911,22.931
1903,28.107
1844,6.76
1941,24.767
1814,3.997
1960,16.715999999999998
1859,6.227
1889,25.635
1966,5.824
1982,5.625
2000,12.284
1954,20.757
1956,34.392
1757,-2.2010000000000005
1948,21.985
1751,20.724
1927,30.19
1852,14.887
1938,20.21
1999,19.703
1825,5.912000000000001
1875,9.371
1955,6.8420000000000005
1820,9.458
1948,22.562
1943,20.547
1943,-6.4380000000000015
1893,29.159
2012,-13.779000000000002
1853,3.634
2013,27.054
1971,18.294
1958,22.624
1991,28.977
1857,30.056
1826,15.183
2004,25.776
1918,26.298
1953,28.74
1973,22.883000000000006
1890,20.497
1928,7.274
1995,15.69
1942,18.768
1939,27.699
1953,28.468000000000004
1984,26.262
1838,26.266
1980,29.811
1863,18.679
1948,24.807
1853,12.778
1840,25.349
1966,22.700000000000006
1856,-11.174
1760,13.066
1897,23.108
1876,-4.638
1762,8.668
1967,27.506
1897,21.955
1926,12.899
1955,27.077
1958,28.108
1919,25.567
1905,17.479000000000006
1885,28.125
1977,24.222
1948,13.505
1882,25.514000000000006
1897,26.948
1976,24.128
1923,18.790000000000006
1887,26.292
1862,25.741
1803,23.032
2011,26.427
1937,21.182
1925,3.955
1801,20.463
1955,15.559
1897,28.134
1933,28.372
1834,25.805
1999,22.206
1837,26.25
1986,12.553
1971,25.969
1840,3.758
1910,20.731
1978,29.358
1996,15.334
1930,26.248
1801,18.119
1791,3.2990000000000004
1850,10.364999999999998
2006,-2.3790000000000004
1908,26.669
1951,25.165
1924,21.77
1877,31.735000000000007
1912,26.264
1991,19.275
1821,-13.184
1935,28.66
1853,27.401
1959,24.693
1958,3.559
1987,28.394
2007,24.456000000000003
1950,24.38000000000001
1784,16.064999999999998
1980,28.202
1938,12.347
1927,26.867
1867,28.276
1821,23.939
1962,3.289
1821,-3.297
1840,19.509
1925,6.999
1985,19.306
1949,17.899
2012,18.731
2007,29.605
1858,27.162
1999,21.013
1914,30.952
1938,19.613
2004,16.094
1820,13.399
1960,27.979
1851,25.824
2011,4.454
1959,20.951
2009,28.338
1993,21.521
1857,24.284
1987,7.556
1816,28.612
1929,13.213
1950,19.693
1999,28.302
1916,29.17
1827,24.376
1906,23.538
1992,27.09800000000001
1837,14.345999999999998
1964,24.95
1893,18.837
2003,18.201
1840,17.108
1924,20.564
1889,23.394
1931,25.282
2008,19.456000000000003
1941,26.486
1888,18.157
1993,13.581
1969,15.384
1794,11.7
1992,18.414
1838,15.909
1911,28.039
1923,11.399
1855,33.535000000000004
1967,12.694
1951,28.375
1967,15.336
1993,-0.4029999999999999
1914,19.466
1861,24.32
2003,15.403
2013,20.163
1854,12.899
1948,4.414
1890,27.38
1945,30.843000000000004
1867,18.588
1792,4.2570000000000014
1771,18.792
1945,22.699
1868,29.169
1929,32.111
2010,18.568
1937,27.18
1803,12.769000000000002
1954,24.692
1864,26.02
1793,6.029
1845,28.024
1854,-8.753
1977,7.234
1955,1.466
2001,26.24
1872,31.477
1773,3.985
1894,29.201
2001,26.301
1925,18.798
1885,13.531
1806,25.726
1868,-4.143000000000002
1936,13.827
1896,-2.6340000000000003
1954,19.1
1920,12.87
1949,15.896
1928,26.9
1985,15.115
1903,18.347
1999,-1.6389999999999991
1959,28.092
1802,3.744
1973,1.4129999999999998
1950,6.175
2008,22.138
1803,28.169
1855,-9.512
1996,-4.198
2012,17.054000000000002
1898,4.412
1897,26.276
1984,-1.097
1932,3.184
1979,13.297
1757,22.359
2011,-7.057
1829,19.18
1916,18.822000000000006
1943,23.658
1849,23.913
1973,25.139
1912,18.021
1744,-4.849
